chunks,put100time
787000,500
788000,542
789000,2143
790000,482
791000,457
792000,437
793000,518
794000,530
795000,517
796000,545
797000,779
798000,3555
799000,1015
800000,1207
801000,1079
802000,868
803000,1521
804000,407
805000,473
806000,483
807000,470
808000,565
809000,518
810000,513
811000,446
812000,2464
813000,464
814000,450
815000,478
816000,412
817000,463
818000,460
819000,410
820000,492
821000,511
822000,521
823000,2910
824000,429
825000,462
826000,465
827000,406
828000,643
829000,952
830000,781
831000,2376
832000,559
833000,518
834000,406
835000,573
836000,687
837000,494
838000,633
839000,572
840000,2319
841000,483
842000,399
843000,588
844000,527
845000,483
846000,439
847000,470
848000,495
849000,425
850000,2357
851000,440
852000,502
853000,501
854000,467
855000,452
856000,508
857000,470
858000,512
859000,489
860000,2629
861000,680
862000,525
863000,527
864000,605
865000,434
866000,502
867000,421
868000,519
869000,445
870000,1799
871000,456
872000,483
873000,491
874000,424
875000,645
876000,457
877000,557
878000,466
879000,543
880000,2305
881000,450
882000,557
883000,519
884000,456
885000,673
886000,451
887000,542
888000,548
889000,512
890000,1903
891000,424
892000,668
893000,399
894000,475
895000,564
896000,410
897000,620
898000,449
899000,3267
900000,512
901000,533
902000,529
903000,557
904000,449
905000,635
906000,498
907000,574
908000,507
909000,2341
910000,494
911000,472
912000,487
913000,550
914000,464
915000,465
916000,534
917000,575
918000,486
919000,2123
920000,542
921000,497
922000,451
923000,569
924000,584
925000,461
926000,592
927000,504
928000,2832
929000,543
930000,457
931000,564
932000,480
933000,551
934000,585
935000,437
936000,559
937000,442
938000,2077
939000,445
940000,526
941000,586
942000,433
943000,519
944000,474
945000,548
946000,469
947000,2211
948000,585
949000,924
950000,580
951000,727
952000,593
953000,667
954000,719
955000,1806
956000,715
957000,590
958000,672
959000,618
960000,757
961000,526
962000,1789
963000,555
964000,650
965000,554
966000,720
967000,684
968000,570
969000,649
970000,2780
971000,574
972000,775
973000,931
974000,574
975000,765
976000,605
977000,2467
978000,684
979000,801
980000,609
981000,729
982000,636
983000,684
984000,2698
985000,689
986000,729
987000,746
988000,837
989000,771
990000,2721
991000,631
992000,758
993000,805
994000,770
995000,844
996000,541
997000,1790
998000,531
999000,670
1000000,671
1001000,756
1002000,803
1003000,669
1004000,2036
1005000,610
1006000,635
1007000,574
1008000,670
1009000,554
1010000,653
1011000,638
1012000,2576
1013000,1099
1014000,596
1015000,661
1016000,755
1017000,530
1018000,703
1019000,2257
1020000,678
1021000,822
1022000,836
1023000,765
1024000,632
1025000,563
1026000,2110
1027000,528
1028000,611
1029000,510
1030000,641
1031000,721
1032000,624
1033000,695
1034000,2186
1035000,654
1036000,528
1037000,661
1038000,783
1039000,784
1040000,748
1041000,2540
1042000,700
1043000,805
1044000,569
1045000,656
1046000,693
1047000,872
1048000,1974
1049000,595
1050000,502
1051000,600
1052000,582
1053000,698
1054000,737
1055000,616
1056000,2372
1057000,613
1058000,706
1059000,717
1060000,756
1061000,760
1062000,692
1063000,2648
1064000,840
1065000,735
1066000,549
1067000,680
1068000,689
1069000,791
1070000,1945
1071000,717
1072000,830
1073000,721
1074000,879
1075000,771
1076000,2992
1077000,848
1078000,1358
1079000,872
1080000,614
1081000,780
1082000,1503
1083000,550
1084000,653
1085000,730
1086000,550
1087000,636
1088000,581
1089000,2536
1090000,639
1091000,845
1092000,655
1093000,883
1094000,631
1095000,595
1096000,2848
1097000,565
1098000,691
1099000,629
1100000,710
1101000,650
1102000,554
1103000,769
1104000,1962
1105000,634
1106000,497
1107000,656
1108000,820
1109000,1001
1110000,2150
1111000,715
1112000,619
1113000,815
1114000,782
1115000,798
1116000,918
1117000,2653
1118000,802
1119000,655
1120000,833
1121000,847
1122000,784
1123000,1898
1124000,813
1125000,901
1126000,786
1127000,572
1128000,714
1129000,988
1130000,2669
1131000,841
1132000,1542
1133000,1091
1134000,2114
1135000,921
1136000,659
1137000,1237
1138000,2856
1139000,705
1140000,575
1141000,819
1142000,776
1143000,597
1144000,793
1145000,555
1146000,2235
1147000,607
1148000,766
1149000,596
1150000,702
1151000,663
1152000,727
1153000,2727
1154000,550
1155000,669
1156000,667
1157000,590
1158000,746
1159000,613
1160000,2072
1161000,647
1162000,769
1163000,716
1164000,717
1165000,689
1166000,789
1167000,2361
1168000,650
1169000,732
1170000,616
1171000,652
1172000,580
1173000,689
1174000,715
1175000,1858
1176000,571
1177000,726
1178000,526
1179000,671
1180000,553
1181000,687
1182000,530
1183000,2378
1184000,532
1185000,678
1186000,693
1187000,747
1188000,811
1189000,558
1190000,2594
1191000,793
1192000,967
1193000,768
1194000,846
1195000,924
1196000,1776
1197000,810
1198000,966
1199000,1093
1200000,633
1201000,788
1202000,2259
1203000,807
1204000,676
1205000,889
1206000,643
1207000,874
1208000,1831
1209000,586
1210000,735
1211000,697
1212000,747
1213000,737
1214000,718
1215000,2118
1216000,808
1217000,806
1218000,865
1219000,812
1220000,820
1221000,1924
1222000,726
1223000,792
1224000,756
1225000,663
1226000,889
1227000,531
1228000,1639
1229000,828
1230000,622
1231000,874
1232000,798
1233000,740
1234000,570
1235000,2749
1236000,778
1237000,1013
1238000,686
1239000,1141
1240000,2182
1241000,855
1242000,1029
1243000,858
1244000,622
1245000,812
1246000,2450
1247000,653
1248000,786
1249000,792
1250000,760
1251000,699
1252000,757
1253000,2423
1254000,801
1255000,710
1256000,918
1257000,957
1258000,838
1259000,2772
1260000,1241
1261000,886
1262000,853
1263000,524
1264000,664
1265000,2367
1266000,669
1267000,920
1268000,629
1269000,744
1270000,622
1271000,2161
1272000,672
1273000,873
1274000,921
1275000,647
1276000,663
1277000,1534
1278000,781
1279000,508
1280000,605
1281000,715
1282000,683
1283000,573
1284000,845
1285000,1920
1286000,618
1287000,719
1288000,525
1289000,778
1290000,725
1291000,756
1292000,2166
1293000,800
1294000,640
1295000,735
1296000,649
1297000,835
1298000,556
1299000,2079
1300000,647
1301000,545
1302000,702
1303000,638
1304000,856
1305000,732
1306000,2681
1307000,686
1308000,543
1309000,674
1310000,572
1311000,723
1312000,511
1313000,652
1314000,2135
1315000,994
1316000,719
1317000,661
1318000,531
1319000,774
1320000,610
1321000,1848
1322000,710
1323000,724
1324000,736
1325000,592
1326000,807
1327000,902
1328000,2279
1329000,716
1330000,941
1331000,678
1332000,808
1333000,826
1334000,1790
1335000,806
1336000,742
1337000,1276
1338000,1189
1339000,3519
1340000,868
1341000,726
1342000,1043
1343000,832
1344000,2996
1345000,1363
1346000,1056
1347000,883
1348000,564
1349000,1650
1350000,662
1351000,689
1352000,779
1353000,516
1354000,757
1355000,837
1356000,2256
1357000,834
1358000,823
1359000,619
1360000,832
1361000,639
1362000,971
1363000,2139
1364000,646
1365000,700
1366000,802
1367000,1210
1368000,2853
1369000,548
1370000,765
1371000,719
1372000,885
1373000,840
1374000,1013
1375000,2312
1376000,1426
1377000,978
1378000,1021
1379000,1599
1380000,874
1381000,628
1382000,765
1383000,648
1384000,832
1385000,854
1386000,2114
1387000,816
1388000,601
1389000,842
1390000,752
1391000,797
1392000,541
1393000,2616
1394000,650
1395000,760
1396000,585
1397000,653
1398000,618
1399000,788
1400000,2022
1401000,700
1402000,958
1403000,675
1404000,774
1405000,743
1406000,1930
1407000,666
1408000,599
1409000,748
1410000,686
1411000,940
1412000,911
1413000,2042
1414000,588
1415000,1289
1416000,1145
1417000,878
1418000,1819
1419000,660
1420000,1065
1421000,890
1422000,1275
1423000,2359
1424000,585
1425000,897
1426000,722
1427000,887
1428000,730
1429000,900
1430000,1749
1431000,803
1432000,974
1433000,689
1434000,788
1435000,815
1436000,2209
1437000,686
1438000,627
1439000,712
1440000,623
1441000,881
1442000,1006
1443000,1487
1444000,522
1445000,444
1446000,551
1447000,530
1448000,384
1449000,488
1450000,383
1451000,386
1452000,506
1453000,387
1454000,2046
1455000,399
1456000,516
1457000,393
1458000,525
1459000,403
1460000,523
1461000,426
1462000,527
1463000,417
1464000,2499
1465000,539
1466000,390
1467000,490
1468000,383
1469000,497
1470000,385
1471000,483
1472000,381
1473000,361
1474000,497
1475000,397
1476000,2135
1477000,399
1478000,488
1479000,375
1480000,501
1481000,386
1482000,539
1483000,391
1484000,531
1485000,406
1486000,520
1487000,2188
1488000,527
1489000,420
1490000,540
1491000,413
1492000,525
1493000,418
1494000,547
1495000,424
1496000,569
1497000,2849
1498000,479
1499000,357
1500000,466
1501000,352
1502000,462
1503000,401
1504000,465
1505000,403
1506000,414
1507000,495
1508000,399
1509000,2158
1510000,431
1511000,566
1512000,424
1513000,516
1514000,395
1515000,547
1516000,422
1517000,627
1518000,608
1519000,2393
1520000,566
1521000,457
1522000,565
1523000,439
1524000,626
1525000,431
1526000,581
1527000,445
1528000,2424
1529000,509
1530000,401
1531000,681
1532000,551
1533000,379
1534000,513
1535000,370
1536000,491
1537000,373
1538000,531
1539000,1940
1540000,515
1541000,397
1542000,430
1543000,480
1544000,385
1545000,548
1546000,396
1547000,536
1548000,396
1549000,528
1550000,2194
1551000,531
1552000,471
1553000,515
1554000,413
1555000,550
1556000,436
1557000,547
1558000,427
1559000,578
1560000,2897
1561000,605
1562000,466
1563000,495
1564000,372
1565000,480
1566000,413
1567000,433
1568000,461
1569000,390
1570000,498
1571000,1840
1572000,365
1573000,571
1574000,373
1575000,514
1576000,379
1577000,540
1578000,459
1579000,680
1580000,419
1581000,2470
1582000,443
1583000,605
1584000,445
1585000,608
1586000,455
1587000,594
1588000,486
1589000,581
1590000,482
1591000,2326
1592000,453
1593000,612
1594000,480
1595000,601
1596000,461
1597000,587
1598000,459
1599000,783
1600000,1768
1601000,549
1602000,627
1603000,403
1604000,577
1605000,446
1606000,546
1607000,425
1608000,568
1609000,2024
1610000,498
1611000,710
1612000,749
1613000,724
1614000,402
1615000,904
1616000,828
1617000,1802
1618000,558
1619000,550
1620000,712
1621000,695
1622000,856
1623000,595
1624000,1991
1625000,787
1626000,727
1627000,466
1628000,721
1629000,657
1630000,647
1631000,474
1632000,2319
1633000,648
1634000,656
1635000,805
1636000,859
1637000,916
1638000,1538
1639000,631
1640000,860
1641000,969
1642000,440
1643000,630
1644000,902
1645000,1661
1646000,719
1647000,713
1648000,866
1649000,833
1650000,908
1651000,2028
1652000,442
1653000,719
1654000,645
1655000,583
1656000,932
1657000,863
1658000,2342
1659000,841
1660000,784
1661000,932
1662000,897
1663000,1029
1664000,1661
1665000,700
1666000,853
1667000,857
1668000,804
1669000,688
1670000,1454
1671000,803
1672000,759
1673000,942
1674000,1052
1675000,877
1676000,1346
1677000,654
1678000,928
1679000,727
1680000,1013
1681000,999
1682000,1616
1683000,720
1684000,804
1685000,810
1686000,688
1687000,618
1688000,893
1689000,1726
1690000,754
1691000,795
1692000,852
1693000,737
1694000,1103
1695000,1657
1696000,776
1697000,1083
1698000,967
1699000,859
1700000,2266
1701000,855
1702000,913
1703000,904
1704000,961
1705000,806
1706000,1516
1707000,891
1708000,887
1709000,994
1710000,1114
1711000,1496
1712000,981
1713000,789
1714000,1048
1715000,999
1716000,1919
1717000,940
1718000,1050
1719000,1016
1720000,743
1721000,1007
1722000,1956
1723000,1158
1724000,1066
1725000,814
1726000,1098
1727000,1612
1728000,1018
1729000,936
1730000,924
1731000,886
1732000,1403
1733000,951
1734000,1045
1735000,1016
1736000,942
1737000,1716
1738000,912
1739000,1045
1740000,814
1741000,989
1742000,2096
1743000,880
1744000,1064
1745000,1155
1746000,1046
1747000,1562
1748000,627
1749000,788
1750000,766
1751000,941
1752000,1188
1753000,1543
1754000,730
1755000,986
1756000,1025
1757000,1001
1758000,1642
1759000,914
1760000,1125
1761000,1111
1762000,824
1763000,2030
1764000,1239
1765000,1249
1766000,1134
1767000,1068
1768000,1489
1769000,1069
1770000,1172
1771000,1043
1772000,1741
1773000,1040
1774000,1174
1775000,960
1776000,1220
1777000,1648
1778000,1032
1779000,892
1780000,1022
1781000,1017
1782000,1595
1783000,1121
1784000,979
1785000,1140
1786000,1761
1787000,1121
1788000,967
1789000,1155
1790000,1001
1791000,1604
1792000,1168
1793000,1239
1794000,1153
1795000,1598
1796000,1094
1797000,1097
1798000,984
1799000,1259
1800000,1803
1801000,1271
1802000,1063
1803000,919
1804000,783
1805000,1428
1806000,1061
1807000,1252
1808000,1272
1809000,1882
1810000,1213
1811000,949
1812000,1025
1813000,960
1814000,1656
1815000,1112
1816000,1128
1817000,1170
1818000,1686
1819000,1089
1820000,1256
1821000,1136
1822000,1221
1823000,1522
1824000,1063
1825000,906
1826000,1196
1827000,2369
1828000,1306
1829000,1256
1830000,1453
1831000,1802
1832000,1452
1833000,1430
1834000,1385
1835000,2314
1836000,1149
1837000,1696
1838000,1673
1839000,1387
1840000,1548
1841000,1402
1842000,2251
1843000,1302
1844000,1083
1845000,2524
1846000,1380
1847000,1432
1848000,1720
1849000,2232
1850000,1725
1851000,1296
1852000,1850
1853000,1386
1854000,1349
1855000,1133
1856000,1570
1857000,1357
1858000,1270
1859000,1365
1860000,2309
1861000,1343
1862000,1215
1863000,2622
1864000,1385
1865000,1188
1866000,1093
1867000,2113
1868000,1431
1869000,1293
1870000,1548
1871000,2323
1872000,1305
1873000,1577
1874000,1960
1875000,1931
1876000,1627
1877000,1055
1878000,1919
1879000,1312
1880000,1401
1881000,2061
1882000,1429
1883000,2150
1884000,1765
1885000,1142
1886000,1150
1887000,1262
1888000,1166
1889000,1958
1890000,1359
1891000,1243
1892000,1089
1893000,2182
1894000,1047
1895000,1229
1896000,1237
1897000,2554
1898000,1017
1899000,1097
1900000,1412
1901000,61482
1902000,955
1903000,934
1904000,983
1905000,2124
1906000,1221
1907000,1381
1908000,2573
1909000,1134
1910000,1255
1911000,1765
1912000,1723
1913000,1500
1914000,733
1915000,697
1916000,930
1917000,683
1918000,1605
1919000,781
1920000,830
1921000,902
1922000,770
1923000,903
1924000,1543
1925000,746
1926000,832
1927000,722
1928000,1085
1929000,893
1930000,19390
1931000,706
1932000,1094
1933000,1211
1934000,815
1935000,1567
1936000,846
1937000,881
1938000,626
1939000,728
1940000,884
1941000,687
1942000,1762
1943000,858
1944000,745
1945000,725
1946000,704
1947000,1022
1948000,1584
1949000,925
1950000,673
1951000,800
1952000,1099
1953000,728
1954000,28178
1955000,1191
1956000,935
1957000,938
1958000,2383
1959000,1245
1960000,1456
1961000,1073
1962000,1930
1963000,1238
1964000,1333
1965000,1256
1966000,1649
1967000,1217
1968000,1110
1969000,1220
1970000,2355
1971000,1256
1972000,1644
1973000,1206
1974000,2056
1975000,1548
1976000,1320
1977000,1177
1978000,29958
1979000,1531
1980000,1351
1981000,2128
1982000,1171
1983000,1176
1984000,1851
1985000,2027
1986000,1928
1987000,1356
1988000,1798
1989000,1131
1990000,1224
1991000,1499
1992000,2024
1993000,1823
1994000,1232
1995000,2352
1996000,1589
1997000,1414
1998000,1656
1999000,2130
2000000,1620
